,muc_id,location,date,text
703,DEV-MUC3-0704,SAN SALVADOR,1989-11-12,"In the first case, the Council of ministers will immediately notify the legislative Assembly's directorate board of the reasons for such a measure and the actions that were carried out in regard to the measure . Salvadoran people, in accordance with the judicial norms stated in our Constitution, today the Council of ministers has decided to declare a state of seige as a measure to protect the Salvadoran people, who are being unjustly attacked by the irrationality and savagery of the Fmln's terrorism, which the government of the Republic cannot and must not allow . tomorrow we will submit to the legislative Assembly's directorate board the minutes of the meeting in which the Council of ministers today decided to suspend the constitutional rights stated in article 29 of the Constitution of the Republic . In this regard, we wish to issue an appeal to the political parties . This is not the time to remain doubtful . Now is the time for all those who intend to work within a democratic system to state--in a categorical manner--that they abide by and support the Republic's institutions and the democratic process that allows them to work and peacefully wage a struggle to attain power . We can no longer allow political parties to question whether or not the Fmln is or is not trying to do away with the rights that the Salvadoran people have demanded time and again in a democratic way . We also urge the diplomatic Corps to tell their respective peoples and governments of the true nature of the Fmln and how it wants to subjugate the Salvadoran people . They must also listen and condemn Daniel Ortega for what he has been saying these days . He should be condemned because he has been trying to confuse the international community by saying that in El Salvador the government has been carrying out indiscriminate bombings . However, everybody here knows that the Fmln has been planting bombs, and so far 8 civilians have been killed and more than 100 have been wounded as a result of that indiscriminate terrorism . It is necessary to condemn Ortega and make him responsible for sending the weapons used to kill and to bleed the Salvadoran people to death . He should no longer be allowed to continue these actions while trying to hide them and to deceive the international community . It is also time to openly condemn the Fmln for its irrational actions . Everybody knows that since the 1ST day of this administration, the government of the Republic offered to begin a dialogue process . It offered to solve this problem through rational and peaceful means, since that is what the Salvadoran people wanted and that is what they demanded on 19 March election day . We can no longer allow the Fmln leaders to travel freely throughout the world in an attempt to Disinform the international community, which instead of falling into the trap of Disinformation should categorically condemn the Fmln's irrational actions . We are not issuing this call to the diplomatic Corps on behalf of the Salvadoran government . We are making this call on behalf of the Salvadoran people, who are subject to the savagery of indiscriminate terrorism . We issue this call because we believe and we are convinced that the Salvadoran people do not deserve this fate . The Salvadoran people do not deserve to be attacked with terrorist bombs . They should not be facing the threats the Fmln is trying to carry out . The Salvadoran people have shown the world during these long 10 years that they want peace, democracy, progress, and do not want to live under systems that are already obsolete in history, that are no longer justified or accepted at this time when the world is evolving toward peace and democracy . on behalf of the people, we are asking you to condemn the Fmln's irrational attitude . We also want to tell the Fmln that the armed forces are supporting their people and will never permit terrorist actions to lead to anything else but the destruction of that movement that has tainted our history . We want them to know that the way to solve problems in El Salvador is through reasoning and peaceful means and that the government of the Republic will continue trying to achieve peace as soon as possible and within that framework: through reasoning and peaceful means . Salvadoran people, again we urge you to remain calm . The Armed Forces are controlling the situation . We will soon live normal lives again . However, at this time we ask all of you to support the peace process, to join forces in order to achieve peace . The Fmln should feel the people's pressure against its irrational actions . We are sure that with you--the Salvadoran people, armed forces, and government--we will achieve peace in El Salvador . God bless you all."
704,DEV-MUC3-0705,SAN SALVADOR,1989-11-12,".... principles and explanations given by the President of the Republic and commander general of the armed forces and in compliance with the Council of ministers' mandate, the armed forces hereby announce the procedures for the Curfew as a result of the suspension of the constitutional rights . The Curfew essentially seeks to prevent any abuse or disrespect of the Salvadoran people's dignity and physical welfare, resulting from the Marxist-Leninist terrorists' aggression . Noting this and seeking to strictly enforce the Curfew, the following measures are established : 1 . The Curfew will be in effect based on the following schedule: from 2000 on 12 November until 0600 on 13 November, and from 1800 to 0600 starting on 13 November until notified otherwise . Also, the Curfew's schedule restricts all vehicle and pedestrian movement nationwide . The following are exempt from the measure: military vehicles; vehicles belonging to national and international humanitarian organizations such as the Salvadoran Red Cross, green cross, international Red Cross, and hospital Ambulances which will attend only emergency cases . An authorization will be issued by the corresponding Department commanders who will act as the Garrison commanders Jefe de Plaza in the Department capitals, effective today, thereby enabling these organizations to carry out their work in strict compliance with the measures . the same procedures will be followed in the municipalities where the authorization will be granted by the corresponding military authority . Furthermore, Colonel Juan Carlos Carrillo Schlenker, director general of the National Guard, is appointed Garrison commander in San Salvador effective today . Salvadoran people, the Salvadoran armed forces salute you with respect and admiration . We urge you to call telephone number 123 if you have any questions, and we will gladly answer them . Thank you for your attention."
705,DEV-MUC3-0706,SAN SALVADOR,1989-11-12,"The Salvadoran Army announced today that this weekend's guerrilla offensive has resulted in 127 dead and 155 wounded, while the rebels claim they have inflicted over 400 casualties on the government forces . According to the armed forces press Committee, the rebels of the Farabundo Marti National liberation front have sustained 148 casualties . According to Coprefa, there are 26 dead and 65 wounded among the Army ranks and 8 dead and 35 wounded among the civilians . The guerrillas' clandestine radio Venceremos reported 400 military casualties, without specifying the figures on the dead and wounded and without mentioning casualties among the rebels."
706,DEV-MUC3-0707,SAN SALVADOR,1989-11-12,"The Salvadoran armed forces inform the people of El Salvador that Fmln terrorists have been engaged in looting and acts of vandalism in areas around San Salvador because they have been unable to face the Army, which dismantled its plan to create a state of rebellion . According to reports, groups of vandals have sacked some shopping centers, specifically in Soyapango, San Salvador Department, as part of their strategy to cover the withdrawal of the Fmln terrorists . In this respect, the armed forces soldiers are committed to ridding the zone of these criminal terrorists who seek International publicity for their cause . The Salvadoran people must be assured that their armed forces are responding in a professional manner to the terrorists' provocation, since the soldiers defend the interests of the people and society . for that reason, people must remain calm . The Armed Forces reiterate their call on people to stay in their homes so they will not fall prey to Fmln terrorist groups and to heed the Curfew order, which will go into effect beginning today from 0800 tonight until 0600 tomorrow."
707,DEV-MUC3-0708,MEXICO CITY ,,"The Salvadoran workers National Union Federation today accused its country's army of``unleashing violence against the civilian population by dropping rockets and bombs from Salvadoran Air Force airplanes and helicopters and leaving a very large number of victims .""in a communique delivered to Mexican news agency``Notimex ,""Fenastras called on``international organizations and humanitarian groups to declare the places attacked by the Army zones under protection to avoid further bloodshed .""members of the Army and the Alfredo Cristiani government have called Fenastras a front organization of the Farabundo Marti National liberation front, . On 31 October, terrorists attacked the Fenastras building in San Salvador killing several union leaders and destroying the building . Fenastras members in Mexico have accused death squads run by the Salvadoran armed forces through the National information Department of the attack . on the night of 11 November, the Salvadoran guerrillas launched an offensive against military and government objectives."
708,DEV-MUC3-0709,HAVANA ,1989-11-13,"According to reports, Salvadoran President Alfredo Cristiani declared a state of siege in the country on Sunday . A Curfew was introduced throughout El Salvador and constitutional guarantees of civil rights were abrogated at 8 p.m. on Sunday . These measures are expected to stop the large-scale rebel offensive, which began on Saturday throughout the country . over the first eight hours of combat more than 400 soldiers and officers of the Salvadoran Army were killed or wounded, and six helicopters, one plane and tens of Motor-Vehicles were destroyed, the Vanceremos radio station reported . units of the Farabundo Marti National liberation front are maintaining positions in the northern area of San Salvador, Usulutan, Sacatecoluque and other strategically important towns . residents of San Salvador support the rebels despite the Salvadoran Air Force bombing residential areas."
709,DEV-MUC3-0710,CLANDESTINE,,"Fighting has continued in San Miguel . forces from the 3D infantry Brigade have been dislodged from the Urbina bridge and many casualties were inflicted on them there . In addition, as we have already reported, a helicopter was hit at the 15 September housing development . It was shot down by our Antiaircraft fire at the 15 September housing development in San Miguel and fell on the Pan-American highway . later, another helicopter was damaged in San Miguel, where helicopter pilots do not want to land because they are afraid of our Antiaircraft fire . According to reports, national police positions in Nueva Concepcion, Chalatenango Department, have been attacked . At 0645, fighting continues . The mess hall, the ammunition warehouse, and the training field have been affected . The Garrison of the national police has suffered considerable damage . further fighting was reported at 0646 in Zacatecoluca, La Paz Department . Our comrades in Zacatecoluca report that the fighting is heavy . We urge the people to organize to obtain water and food . We urge the people to organize and join the ranks of the revolutionary Army . reports are that there is fighting at this moment in the Montserrat district, near Cuscatlan Stadium in San Salvador . The capital has no power and water is becoming scarce . with regard to electrical power, the situation is the same throughout the nation's territory . in a nutshell, the high command has completely lost control of the situation . There is no electricity in most of El Salvador's territory and there is no transportation because it is 100 percent paralyzed . fighting is taking place in Department capitals at this moment, while the guerrillas have been fighting in the capital for 30 consecutive hours . However, there is one important factor now . Our comrades' command echelons, who are communicating with us from the capital's districts, are telling us that youths are Massively joining the Fortification work--digging ditches, carrying food and ammunition, and handling light artillery pieces and Machineguns; in other words, all that is necessary to fight inside the cities and in the suburbs . their incorporation in all cities is a very important factor . for this reason, we call on young people in all departmental capitals to look for our forces, to look for our comrades, to organize in each district and housing development the brigades that will be in charge of the food supply, to dig more ditches, to build Antiaircraft shelters, and to supply information, which is absolutely important at this moment . We must organize the information network . We must have vigilance in every corner in every district and neighborhood . We have been told that early today the armed forces carried out a number of searches and arrests in the capital . Well, we call on the population to organize against the searches and arrests . establish vigilance . do not let them take away anybody . arm yourselves--take out your pistols, make Molotov Cocktails with bottles and gasoline--in other words, defend yourselves . At 0704, it was reported to us from San Salvador that fighting is taking place in El Carmen against the national police . a new place has been added to those in which military activity is taking place . Meanwhile, other reports indicate that Fmln snipers are harassing the Army's movements in various places in the capital . The report says that our snipers posted in the tallest buildings are effectively keeping the Army patrols and movements at Bay . The Army is beginning to have trouble evacuating its wounded, because in the capital episodes are now taking place which had been only seen in Morazan before; that is, helicopters flying in to pick up the wounded, as they did in the valleys and the Plains . This is happening now in the capital because the Army troops cannot advance into certain areas to pick up their dead and wounded, who are very, very numerous . The helicopters now have to land in soccer fields and in other places to evacuate the wounded . Such is the situation in San Salvador . As we have already reported, fighting continues in various places in the capital, where there are Fmln-Controlled areas."
710,DEV-MUC3-0711,SAN SALVADOR,1989-11-13,"According to civilian Eyewitnesses, Salvadoran Army troops bombed the University's school of medicine . the same sources reported that soldiers of the 1ST infantry Brigade captured and blindfolded 10 University guards yesterday and then took them off the campus . According to these Eyewitnesses, army troops entered the University of El Salvador using an armored vehicle and a 105-Mm Cannon . They said that the school of medicine was bombed later on . However, official sources have neither confirmed nor denied this report . The Salvadoran government and armed forces have accused the University of El Salvador of being a guerrilla``sanctuary""and have said that the 1ST infantry Brigade was attacked from the campus . In addition, these Eyewitnesses said that 10 University``guards""were captured on campus, which is located near the 1ST infantry Brigade, one of the Garrisons attacked by the guerrillas within the framework of the Rebel offensive begun on the night of 11 November . According to these sources, the soldiers seized propaganda material . The Farabundo Marti National liberation front began an offensive on 11 November, which has included an attack on the homes of important government officials, including that of Salvadoran President Alfredo Cristiani . on the same night, the rebels also attacked the national police headquarters in Zacamil, one of the most populated neighborhoods in northern San Salvador, as well as military positions in a dozen residential neighborhoods located in various sectors of this capital . The fighting then spread to Santa Ana, cabanas, La Paz, San Vicente, San Miguel, and Usulutan departments in the country's North, central, and Eastern parts of the country . The rebel offensive has already resulted in hundreds of casualties--approximately 300 according to the Army, and 400 according to the guerrillas . This compelled the government to impose a state of siege and a Curfew throughout the country."
711,DEV-MUC3-0712,CLANDESTINE,1989-11-13,"This is a last minute report from the capital . attention, our people, and also other Fraternal peoples who are listening to us in several parts of the world, especially in Latin America . attention . Air Force helicopters are now bombing and firing rockets at various parts of the capital . A helicopter is bombing a stretch of the northern trunk highway near Ciudad Delgado, and there are civilian casualties as a result of this criminal action by the Army and Air force . At 0933 today a helicopter bombed heavily populated areas in Ciudad Delgado . At 0900, more than 30 minutes ago, a C-47 plane fitted with .50-Caliber Machineguns Strafed downtown Mejicanos . Meanwhile, an A-37 plane, which is a Fighter-Bomber plane known as Dragonfly, fitted with rocket launchers and 7.62-Mm Machineguns and capable of dropping bombs of 200 , 500, and even 750 pounds, along with a Push- pull plane, also fitted with rockets, bombed the area near the Mariona jail to the North of the capital . We are denouncing these criminal actions of the Fascist regime headed by Alfredo Cristiani and Roberto D'Aubuission in the capital . These bombings are unprecedented in San Salvador . In previous years, we have denounced bombings in rural areas . The aerial death squad, headed by the Genocidal Juan Rafael Bustillos since the war began, has caused hundreds of deaths, including Mutilations and injuries . Now, before the very eyes of the International press and diplomats accredited in San Salvador, and a million inhabitants in the capital, the Air force is bombing poor neighborhoods in the capital . We are told that a helicopter has been bombing the northern trunk highway in Ciudad Delgado . These helicopters fitted with rockets are known as Uh-1H . They have been modified and are fitted with 7.62-Mm Machineguns and Surface-To-Air missiles . This U.S.-made helicopter has been dropping rockets on the northern trunk highway in Ciudad Delgado . In sum, a C-47 plane Machinegunned downtown Mejicanos, and an A- 37 plane and a Push-And-Pull plane, which is also known as 0-2 plane, bombed the Mariona area . a last minute report from the capital at 1541 GMT: our forces continue to advance in San Salvador . Fmln units have taken control of a part of the Escalon neighborhood, the traditional neighborhood where the Oligarchy with the most well-known Surnames lives, a neighborhood with the most luxurious mansions and the latest model cars . Our men have taken up positions in the Escalon neighborhood, exactly atop the San Salvador Archbishopric . Our men reported that at 1530 they took control of a part of the Escalon neighborhood, in the Western part of the capital . They are also moving in to take up positions at the Pablo Arnoldo Guzman national geographical Institute in Mejicanos . positions have become Consolidated in the northern part of the city, and clashes continue around the national police Garrisons in Zacamil and Cuscatancingo."
712,DEV-MUC3-0713,CLANDESTINE,1989-11-13,"We reaffirm our appeal to humanitarian organizations, the OAS, and democratic governments, and we make a special call to Costa Rican President Oscar Arias, Nobel peace prize laureate, to contact the Cristiani government and the high command of the Fascist armed forces to pressure them to stop their bombings . International journalists have already confirmed that these bombings are taking place in Densely populated areas of the capital . We learned that Video reports are already going around the world showing images of the Zacamil neighborhood . The bombings destroyed some buildings there and some houses in other areas of the capital . There are dozens of civilian casualties . There were indiscriminate bombings this morning in San Miguel's Esmeralda Neighorhood and in other Neighorhoods . at about 0900, a plane dropped a bomb that hit a civilian home in San Miguel . A 12- year-old girl was injured in Soyapango . We call on Democratic governments, the United Nations, and the OAS to pressure the Fascist government to stop its bombings against the people, to stop the indiscriminate bombings."
713,DEV-MUC3-0714,SAN SALVADOR,1989-11-13,"... carry out the pertinent and necessary actions and thus contribute to the stabilization of the situation so that we may again enjoy the safety and calm currently being affected by terrorist raids in some areas around San Miguel . We as an institution will guarantee that in the next 8 or 10 hours the peace you need will be regained . This is a promise we are making, and we will keep it so that you will really have that tranquility you need . However, I must ask the people who are out on the street to please refrain from doing this . If you are out on the street, please do not run if you see soldiers . walk in the middle of the street . You will not have trouble . We do not use violence . We use military control techniques . We do not use irrational terror . We use strictly military techniques and tactics . We ask that you refrain from going out in the next 8 hours, or at least stay off the streets . If you must go out, do it, but walk in the middle of the street . do not run, and do not fear the authorities . The authorities are there to protect your safety which is being affected . The authorities wish to give you back your tranquility . I want you to rest assured that we will not fail you . before a Marxist-Leninist plan takes over one of our cities or towns, they will have to walk over the bodies of each and every soldier . The soldiers are willing to defend each and every one of you . that is what I wanted to tell you . I just wanted to send you this message of faith, hope, and trust in your government and your institution . that is essential . We must not yield when confronted by Marxist or Communist plans . Our government and our Armed Forces need your support today more than ever . support our struggle in defense of the democratic system . rest assured that along this path there is no return . We either achieve our final goal of consolidation, or we fall along the path . We must give our future generations a free and Democratic homeland . If you have any questions, I will be more than glad to answer them; however, this was the message I wanted to leave with you."
714,DEV-MUC3-0715,CLANDESTINE,1989-11-13,"In front of us we have a map of San Salvador, where our comrades are building barricades throughout the city . We have the map of San Salvador showing the northern part of the city covered with little red flags . These are points under the control of the Farabundo Marti National liberation front . These are areas where our forces are attacking Army positions and where Ambushes have been set . There are flags pointing to areas where Ambushes have been set, areas from which soldiers have been dislodged, and areas under Fmln control . If we look at the northern part of the city map we can see little red flags in the area of Zacamil, El Carmen neighborhood, El Carmen Hill area, Universitaria neighborhood, Mejicanos, El Porvernir neighborhood, Ciudad Delgado, San Sebastian neighborhood, Guadalcanal neighborhood, Cuscatlan and Lomas de Rio neighborhoods, and all of Soyapango . Fmln forces are all over the Soyapango area . red and white flags denote firing lines, and these are found in Ciudad Credisa and downtown Amatepeque . the same red and white flags also show how our revolutionary forces are advancing . We see these red and white flags in Antiguo Cuscatlan . Likewise, in Santa Tecla our forces are mobilizing and strengthening their positions . Our latest report States that in downtown San Salvador, only 10 blocks from the Presidential Palace, huge barricades have been built by the people and the Fmln, thus consolidating our position . This latest report CONFIRMS this information, and we are going to stick a little red flag one, two, three, four, five, six, seven, eight, nine , 10 blocks from the Presidential Palace . The little red flag can now be seen in San Jacinto neighborhood."
715,DEV-MUC3-0716,SAN SALVADOR,,"The vehicle of Mexican television newsman Epigmenio Ibarra was totally destroyed by a powerful bomb today, but Ibarra was not hurt . It is not yet known who placed the bomb in the vehicle while Ibarra was away . The bomb in Ibarra's vehicle exploded today in an area of San Salvador where heavy fighting between the Army and the guerrillas is currently under way . on Saturday the guerrillas launched the most powerful offensive in the past 8 years . The bloody fighting between the Army and the guerrillas continues today for the third consecutive day, and there have been approximately 400 casualties including soldiers, rebels, and civilians . today, Monday, San Salvador is practically at a standstill due to the fighting and the``transportation strike""called by the Farabundo Marti National liberation front, which on Saturday launched its largest military offensive since 1981 . According to the armed forces , 127 persons have been killed and 240 wounded since the fighting began . for their part, the guerrillas claim that they have inflicted more than 400 casualties on the Army, but have provided no figures on losses or on the dead and injured among its ranks."
716,DEV-MUC3-0717,SAN SALVADOR,1989-11-13,"A spokesman for the armed forces press committee has reported that, in addition to 30 dead civilians, more than 200 soldiers and guerrillas have been killed in fierce clashes that have taken place at night since 11 November in the capital and several key Salvadoran cities . The source added that there could be more than 300 wounded civilians and military men . Coprefa stated that 127 guerrillas and about 50 Army troops were reported dead early this morning, but the figures are growing because strong fighting continues throughout the entire northern area of the capital and the country's Eastern area . The Rosales hospital, the main one in the capital, was assisting more than 100 civilians wounded in the intense clashes that have taken place since 11 November while medical authorities are calling on doctors and nurses to help the wounded . Another 100 wounded were taken to the social security hospital and about 100 more were taken to other hospitals in the capital and countryside . Meanwhile, the Santa Teresa hospital in Zacatecoluca , 56 km east of the capital, was occupied by the Farabundo Marti National liberation front guerrillas this morning . fighting intensified in the immediate area this morning . There was fierce fighting in Zacatecoluca today and according to press reports , 13 bodies were seen on the streets; eight guerrillas, four soldiers, and a civilian . The guerrillas, who, carrying Ak-47 rifles and pistols, have asked for water and food in some houses, have occupied five neighborhoods in San Miguel, the third most important city in the country , 140 km from the capital . San Miguel and Zacatecoluca have no electricity or water today . According to guerrilla sources, San Vicente and Usulutan, in the country's East-Central area, were sites of fierce fighting this morning."
717,DEV-MUC3-0718,CLANDESTINE,1989-11-13,"This is a last minute report brought to you through the National revolutionary network, radio Farabundo Marti and radio Venceremos in network Broadcasting to the whole country . This last minute report States that the Air Force has bombed and Strafed the area across from the Inca factory and Prados de Venecia in Soyapango . as a result of this bombing and strafing action 3 persons have been killed and 12 injured . In Prados de Venecia houses have been totally destroyed . attention, we call this information to the attention of the international community, the diplomatic Corps, and international humanitarian organizations . The number of victims as a result of the bombings in San Salvador is increasing . across from the Inca factory and Prados de Venecia in Soyapango, the Air force is Indiscriminately bombing and strafing the civilian population . attention, the report we have received from San Salvador advises us that 3 persons have been killed and 12 injured and houses destroyed in Prados de Venecia as a result of the indiscriminate bombing by the Air force . The Genocidal and cowardly attitude of the Air Force, bombing areas just like Anastasio Somoza did during the last days of his dictatorship, is showing the world : 1 . The Fascist nature of Alfredo Cristiani's regime . The Fascist nature of La Tandona has removed the civilian mask off the government's face and shown its real military and Fascist face . 2 . These bombings prove that as the hours go by they become more desperate and have lost total control of the situation . The promises made by Cristiani and the defense Minister that they would get the situation under control on Saturday has failed . on Saturday night Colonel Ponce promised to bring the situation under control on Saturday night, however, more than 32 hours have gone by and the armed forces and the high command have not been able to stop the revolutionary advance in San Salvador, San Miguel, and throughout the country . The Farabundo Marti National liberation front's military positions in San Salvador are being Consolidated after more that 32 hours of uninterrupted fighting . The plan for the defense of San Salvador has failed . The U.S. advisers and the high command have been preparing this plan for months . We hereby advise the people that the plan for the defense of San Salvador has failed . They were not able to prevent our forces from arming and getting supplies; they were not able to stop our Fmln forces from entering San Salvador, and they have not been able to stop our advance or recover a single inch of the city occupied by the Fmln . We can state that the armed forces have not been able to win back a single inch of territory under our control in Mejicanos, Ayutuxtepeque, Cuscatancingo, Zacamil, Universitaria Norte, or Soyapanga . The Armed Forces have not been able to advance a single inch . every single step in an attempt to win back the neighborhoods we occupy has cost them dearly in dead and wounded."
718,DEV-MUC3-0719,CLANDESTINE,1989-11-13,"Rebel guerrilla units have taken control of the Coastal railroad lines near La Casona, Jiquilisco jurisdiction . The rebels have set up barricades and have completely paralyzed vehicle traffic . a railroad bridge between Tierra Blanca and Jiquilisco has been partially destroyed with dynamite . The stretch between San Marcos Lempa and Tierra Blanca has been controlled in the vicinity of the 14 July neighborhood . a report from La Paz Department says that at 1145 today a soldier from the armed forces engineers' military detachment fired a rifle at a civilian woman, wounding her in the head . This happened in the 27 September neighborhood in Zacatecoluca, La Paz Department . Dmifa soldiers continue to inflict casualties among the civilians, as a result of their desperation . radio Venceremos and radio Farabundo Marti in a national revolutionary network repeat the report that the Air force is Straffing the Inca factory in Soyapanga and Prados de Venecia, where it has killed 3 and wounded 12 civilians . homes have been totally destroyed in Prados de Venecia as a result of the indiscriminate Straffing by the armed forces . We have a report from the Feliciano AMA Western front to the effect that the Farabundo Marti National liberation front is holding positions in Villa Los Naranjos and La Union neighborhood in Santa Ana . reports add that revolutionary fighting is taking place in Santa Ana, where the Fmln red and white flag is being hoisted . greetings to the fighters in Santa Ana city, and forward!"
719,DEV-MUC3-0720,SAN SALVADOR,1989-11-13,"Urgent . According to an Fmln fighter who turned himself in to the Army, his comrades, the Fmln terrorist criminals who attack the civilian population, are without ammunition and food . Thus, to win time and lift the spirits of commanders and warriors they resort to lies and say they control some areas of San Salvador and the rest of the country . This is totally false . The Armed Forces calls on citizens to continue to repudiate these criminals, who have only brought pain, death, and uncertainty with their Vandalistic actions against the civilian population."
720,DEV-MUC3-0721,SAN SALVADOR,1989-11-13,"Approximately 100 Salvadoran Army soldiers began a Counteroffensive at 1650 with armored vehicles and canons in an effort to oust approximately 150 guerrilla fighters who have entrenched themselves in the neighborhood of Mejicanos in northern San Salvador . Two Army columns were deployed from the 1ST infantry Brigade to Mejicanos, a Densely populated neighborhood with a population of approximately 125,000, where the rebels have controlled strategic positions since the Farabundo Marti National liberation front began``a national offensive""against Alfredo Cristiani's right-wing government on 11 November . loud explosions and heavy gunfire is currently heard in the downtown area of San Salvador, coming from the Mejicanos area, while the Rebel station radio Venceremos has urged its fighters``to defend every centimeter of their positions and not to take a single step backward . ''"
721,DEV-MUC3-0722,CLANDESTINE,1989-11-13,"The Fmln is using Disinformation because it has been beaten by the armed forces . The Fmln today resorted to the strategy of Disinformation since they have been defeated by our brave and professional armed forces . in a desperate manner and through their clandestine radio station, the Fmln is Broadcasting false reports, such as the following . They said they were fighting the armed forces with the people's support this morning and that this occurred 10 blocks from the Presidential Palace . The Fmln insisted that civilians had helped them at the Rebel barricades . This is totally false . The Armed Forces continue to protect the civilian residents of San Jacinto neighborhood and the inventions broadcast by the Fmln are a strategy to confuse people . The Armed Forces call on all Salvadorans not to be surprised by these strategies and to continue repudiating the terrorist criminals, who have only brought aggression, pain, and grief to the Salvadoran people . The Armed Forces control the entire national territory, including San Salvador . The shots that are heard or were heard a few hours ago are part of the armed forces defense against indiscriminate Fmln attacks on the civilian population."
722,DEV-MUC3-0723,SAN SALVADOR,1989-11-13,"1 . given the state of siege that has prevailed in the country since 11 November, and according to the national Constitution, the civilian population is required to cooperate with the armed forces and the various security Corps when necessary--making sure this cooperation involves Army members or duly authorized judicial officials . 2 . upon learning that armed terrorists are operating near your areas of residence, you must immediately call telephone number 123 or notify the nearest military post . 3 . The population must remain calm and go to work, while at the same time making sure that you are in your respective residences when the Curfew goes into effect at 1800 . 4 . The Salvadoran population must remain in their residences and stay off the streets, even upon hearing that an Antisubversive operation is taking place nearby--this is particularly necessary for minors . 5 . The Salvadoran population engaged in commercial activities, particularly the sale of staples, must remember that there is a decree that forbids marking up prices, since this would be an Antipatriotic action during these crucial times for the country . 6 . The Salvadoran population must remain alert to the information being issued by the government and the armed forces, because it will be provided on a regular basis and according to the truth . The civilian population can also rest assured that the Salvadoran armed forces are efficiently and professionally controlling the groups of Fmln terrorist criminals . Therefore, the population must remain calm and reject the Disinformation being issued by the national and international subversion."
723,DEV-MUC3-0724,SAN SALVADOR,1989-11-13,"The Salvadoran government denounces before the international community the meddling of the Sandinist government in the Act of aggression against the Salvadoran people at the hands of Fmln terrorist groups . in a speech on 12 November, Nicaraguan President Daniel Ortega openly made irresponsible statements regarding developments in El Salvador which are totally removed from reality . President Ortega said that the Salvadoran government is attacking the people when the truth is that the Fmln unleashed this terrorist escalation by using weapons and Ammunitions supplied by the Sandinist government . The international community should investigate the Sandinist government's meddling in this criminal attack on the Salvadoran people more closely . the public knows that major crimes have been planned on Nicaraguan territory, even against Fmln leaders . The late top Fmln leader, Cayetano Carpio, ordered the murder of Melida Anaya Montes, whom the rebels called commander Ana Maria from Nicaragua . Fmln commander Joaquin Villalbos, who ordered the murder of Marxist poet Roque Dalton Garcia, continues to live in Nicaragua . The Marxist - Leninist conspiracy which wants to subject the Salvadoran people to a totalitarian dictatorship is planned, led, and implemented on Nicaraguan territory . However, the Salvadoran people, who have suffered for many years from the Bloodthirsty Fmln attacks, know that Fmln is the one who has cruelly murdered children, women, and the elderly, and has not respected sex or age . This is the Fmln that is mercilessly attacking the Salvadoran people . At present, the Salvadoran armed forces are fulfilling their constitutional mandate to protect and defend lives and the properties of Salvadoran society . The Fmln has failed in its terrorist offensive . It entered the city, the way all cowards enter to kill by surprise and in cold blood defenseless people . However, the people's armed wing, namely, the Salvadoran armed forces, have repelled the aggressors who are being directed from Nicaragua with professionalism . so far, not one of the cowardly Fmln leaders has shown up in Salvadoran territory . These criminals have pushed their murderous Hoardes to Indiscriminately fire at the entire civilian population . The Salvadoran people have condemned, rejected, and Repudidated the Fmln's terrorist attack . The murderous leaders believed that the people would rally behind and accompany them in their failed rebellious offensive; they tried to hand out weapons in some towns . just as the people turned their backs on the terrorists at the polls, they reject them now once again because they know that the Fmln is responsible for their hunger, poverty, and suffering . to the free peoples of the world who respect the principle of nonintervention in the internal affairs of States, the Salvadoran people and government demand the condemnation of the meddling by the Sandinist government with its logistical support to the Fmln and that Nicaragua stops lending its territory for the aggression against this nation that wants to live peacefully in democracy based on a respect for the law and full liberty."
